city,latitude,longitude,datetimeUtc,co,no2,o3,pm10,pm25,so2
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-18T22:15:00Z,0.78,71.26,65.76,159.26,83.24,10.17
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-18T22:30:00Z,0.79,73.13,65.97,159.64,83.58,10
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-18T23:00:00Z,0.79,73.13,65.97,159.64,83.58,10
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-18T23:15:00Z,0.8,72.44,74.56,159.02,82.87,10.25
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-18T23:30:00Z,0.73,67.88,74.33,155.15,81.32,10.24
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-18T23:45:00Z,0.73,60.11,79.94,151.64,79.35,8.61
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T00:00:00Z,0.63,62.93,70.27,148.15,77.21,8.8
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T00:15:00Z,0.66,67.73,69.16,146.71,76.03,8.42
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T00:30:00Z,0.89,73.32,63.23,148.1,76.45,9.28
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T00:45:00Z,0.9,73.87,59.7,159.13,82.11,10.36
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T01:00:00Z,0.98,86.8,47.72,166.43,86.84,10.81
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T01:15:00Z,0.88,83.61,51.44,165.77,86.13,11.05
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T01:30:00Z,0.88,87.03,48.71,166.42,86.01,10.64
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T01:45:00Z,0.89,78.83,53.29,155.98,80.38,10.61
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T02:00:00Z,0.94,87.93,49.22,157.37,80.73,10.2
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T02:15:00Z,0.89,88,50.41,162.21,83.27,11.61
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T02:30:00Z,0.99,106.91,38.5,162.44,84.31,10.85
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T02:45:00Z,1.04,105.12,44.33,139.21,72.67,11.79
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T03:00:00Z,1.03,90.52,67.74,144.98,75.44,13.09
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T03:15:00Z,1.04,91.59,73.8,147.46,77,14.66
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T03:30:00Z,1.02,91.54,85.43,168.74,86.09,15.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T03:45:00Z,0.95,89.19,99.71,209.43,102.49,18.24
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T04:00:00Z,1.27,118.95,99.86,216.3,105.82,18.67
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T04:15:00Z,1.13,103.25,120.5,228.95,112.37,21.11
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T04:30:00Z,0.97,86.89,124.82,221.45,109.38,26.92
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T04:45:00Z,1.11,100.08,121.13,184.03,91.87,27.79
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T05:00:00Z,0.97,107.06,99.96,177.98,89.99,28.62
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T05:15:00Z,0.95,97.21,122.02,170.59,86.68,27.42
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T05:30:00Z,0.86,95.3,128.62,167.61,85.55,27.73
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T05:45:00Z,1.01,96.52,144.76,175.1,90.2,26.47
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T06:15:00Z,1.07,104.75,134.88,170.86,89.7,27.28
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T06:30:00Z,0.84,74.53,173.7,167.36,88.12,24.56
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T06:45:00Z,0.82,109.69,140.99,162.28,85.67,24.02
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T07:00:00Z,0.7,73.61,158.42,158.59,84.08,22.79
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T07:15:00Z,0.62,54.84,181.96,150.06,80.15,21.14
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T07:30:00Z,0.63,68.41,176.1,144.41,77.23,23.38
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T07:45:00Z,0.58,72.82,178.2,142.26,76.16,22.61
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T08:00:00Z,0.56,75.96,183.68,137.85,73.62,19.5
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T08:15:00Z,0.57,80.53,180.58,133.54,71.38,20.59
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T08:30:00Z,0.34,62.46,185.42,130.61,69.73,19.49
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T08:45:00Z,0.31,69.3,181.24,131.24,69.26,20.35
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T09:00:00Z,0.24,55.46,173.95,127.3,67.2,19.51
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T09:15:00Z,0.36,54.65,155.05,126.42,66.12,19.39
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T09:30:00Z,0.29,73.5,153.76,126.35,65.82,19.36
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T10:00:00Z,0.08,53.35,162.48,149.5,85.73,19.16
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T10:15:00Z,0.06,48.49,152.18,144.99,82.08,17.91
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T10:30:00Z,0.16,56.62,132.46,140,77.69,17.35
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T10:45:00Z,0.29,62.15,121.41,115.04,63.53,20.68
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T11:00:00Z,0.14,52.32,128.18,116.68,62.76,22.26
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T11:15:00Z,0.4,66.78,120.86,120.14,63.1,23.46
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T11:30:00Z,0.31,60.17,122.45,120.26,61.7,22.73
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T11:45:00Z,0.43,60.46,125.63,107.59,54.96,23.12
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T12:00:00Z,0.39,66.93,127.12,104.74,53.51,24.44
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T12:15:00Z,0.55,80.71,123.35,102.06,51.88,25.04
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T12:30:00Z,0.63,106.77,102.42,100.89,51.23,25.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T12:45:00Z,0.74,108.8,101.86,110.68,56.37,25
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T13:00:00Z,0.85,106.43,102.44,110.6,56.66,23.33
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T13:15:00Z,0.71,77.51,101.18,111.21,57.11,21.9
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T13:30:00Z,0.7,107.62,90.29,112.07,57.41,20.89
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T13:45:00Z,0.82,117.4,85.72,126.39,64.59,22.32
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T14:00:00Z,1.02,114.42,86.13,131.34,67.67,20.85
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T14:15:00Z,1.05,110.04,88.7,132.11,68.4,24.69
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T14:30:00Z,1.04,102.69,99.84,134.58,70.68,24.65
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T14:45:00Z,1.1,85.28,114.73,137.28,72.59,24.56
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T15:15:00Z,1.35,117.71,88.22,138.72,73.59,21.87
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T15:30:00Z,1.22,96.69,107.62,141.22,75.33,21.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T15:45:00Z,1.11,96.68,113.12,161.14,85.87,23
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T16:00:00Z,0.94,77.27,113.81,159.78,86.06,21.6
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T16:15:00Z,1.11,90.66,104.2,162.09,87.08,21.95
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T16:30:00Z,1.06,85.64,101.69,163.13,87.64,20.11
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T16:45:00Z,0.89,87.76,93.96,169.9,91.42,18.82
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T17:15:00Z,1.85,194.87,3.16,180.91,97.29,19.43
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T17:30:00Z,1.59,180.31,3,186.75,101.6,18.41
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T17:45:00Z,1.41,187.3,3.2,196.57,106.96,18.07
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T18:00:00Z,2.1,162.35,2.77,200.94,109.56,18.47
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T19:15:00Z,1.95,161.49,1.02,224.02,125.17,15.23
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T19:30:00Z,1.68,154.04,1.64,223,124.02,14.46
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T19:45:00Z,1.44,134.33,11.72,223.3,124.13,14.08
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T20:00:00Z,1.33,131.21,17.44,216.04,119.76,10.92
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T20:15:00Z,1.02,108.22,34.65,206.69,114.06,8.91
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T20:30:00Z,0.86,91.92,46.44,200.78,110.48,8.28
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T20:45:00Z,0.94,72.55,59.45,207.68,113.03,8.88
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T21:00:00Z,0.91,68.39,62.98,197.58,107.45,10.44
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T21:15:00Z,0.83,59.47,67.41,187.13,101.73,10.63
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T21:30:00Z,0.7,54.81,68.01,176.37,96,9.26
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T21:45:00Z,0.97,57.64,67.51,159.39,86.73,10.02
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T22:00:00Z,0.68,70.35,53.7,153.07,83.41,9.78
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T22:15:00Z,0.75,70.79,56.82,150.73,82.1,10.34
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T23:00:00Z,0.75,70.79,56.82,150.73,82.1,10.34
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T23:15:00Z,0.67,58.68,49.26,145.9,79.28,8.05
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-19T23:30:00Z,0.67,59.01,48.26,140.98,77.01,8.17
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T05:30:00Z,1.26,113.07,62.26,190.13,100.88,19.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T05:45:00Z,1.14,99.79,80.32,170.75,91.17,18.72
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T06:00:00Z,1.08,125.76,71.66,167.05,89.73,19.77
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T06:15:00Z,0.87,106.69,81.53,164.39,88.32,17.68
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T06:30:00Z,0.85,109.22,79.51,159.24,85.73,15.05
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T06:45:00Z,0.95,103.33,72.74,152.62,82.64,15.49
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T07:00:00Z,0.73,91.96,88.58,148.73,80.46,16.3
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T07:15:00Z,0.72,85.8,97.02,144.28,77.61,15.46
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T07:30:00Z,0.63,-7.77,34,140.71,75.73,6.68
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T08:00:00Z,0.6,80.01,119.25,123.4,66.39,15.46
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T08:15:00Z,0.77,124.95,80.3,119.37,63.94,16.63
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T08:30:00Z,0.6,88.83,103.8,119.63,63.69,15.81
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T08:45:00Z,0.45,82.97,118.42,118.8,63.41,15.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T09:00:00Z,0.58,87.34,114.38,121.6,63.98,14.5
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T09:15:00Z,0.6,83.87,108.6,119.64,62.7,13.55
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T09:30:00Z,0.49,86.3,110.3,115.82,60.62,13.87
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T09:45:00Z,0.55,128.51,78.22,102.34,53.88,14.64
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T10:00:00Z,0.61,119.05,87.87,98.49,52.12,12.49
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T10:15:00Z,1.03,153.2,50.11,97.87,51.68,14.21
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T10:30:00Z,0.65,96.62,103.23,98.66,52.06,15.55
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T10:45:00Z,0.92,135.95,70.19,98.08,51.81,14.79
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T11:00:00Z,1.28,174.58,33.23,100.4,53.38,16.4
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T11:15:00Z,1.01,149.59,50.52,102.74,55.23,16.25
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T11:30:00Z,0.56,82.99,106.43,104.34,56.38,13.69
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T11:45:00Z,0.56,103.56,90.26,122.89,66.05,12.96
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T12:00:00Z,1.68,177.82,14.02,125.75,68,16.55
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T12:15:00Z,1.66,195.73,7.88,132.08,71.63,16.78
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T12:30:00Z,2.03,193.71,4.94,139,75.06,16.67
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T12:45:00Z,1.88,193.04,3.28,155.35,84.36,15.78
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T13:00:00Z,1.72,202.41,1.91,163.16,88.97,14.01
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T13:15:00Z,2.08,172.76,1,172.77,94.57,14.56
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T13:30:00Z,2.22,166.85,1.12,180.45,98.45,14.29
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T13:45:00Z,1.9,176.52,1,187.27,101.7,15.69
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T14:00:00Z,1.98,173.84,1,196.99,106.87,15.95
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T14:15:00Z,2.27,166.9,1.28,201.95,109.17,15.31
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T14:30:00Z,2.67,156.24,1.4,203.89,109.99,15.76
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T15:00:00Z,2.48,152.44,3.18,209.22,111.54,14.91
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T15:15:00Z,2.85,130.4,4.01,212.53,114.06,14.44
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T15:30:00Z,3.8,96.8,3.89,217.53,117.13,14.13
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T15:45:00Z,3.95,84.68,4.26,223.78,121.74,14.16
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T16:00:00Z,3.52,103.28,2.81,227.17,124.32,13.24
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T16:15:00Z,3.79,88.72,2,230.25,126.45,13.4
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T16:30:00Z,3.94,77.62,1.68,235.61,129.94,12.98
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T16:45:00Z,3.96,70.71,2.39,260.21,144.02,12.78
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T17:00:00Z,3.83,70.43,1.44,259.35,144.27,12.54
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T17:15:00Z,3.85,54.13,1.91,258.13,143.86,13.58
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T17:30:00Z,3.45,67.36,1.8,259.78,144.78,14.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T17:45:00Z,3.52,74.84,2.5,270.25,149.77,13.28
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T18:00:00Z,3.55,79.33,2.6,265.65,146.97,12.94
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T19:15:00Z,3.84,73.23,3.02,252.8,138.92,11.78
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T19:30:00Z,3.63,90.02,2.62,248.21,136.93,11.03
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T19:45:00Z,3.52,96.01,3.26,250.76,138.36,10.26
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T20:00:00Z,3.29,97.3,2.64,246.98,135.89,9.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T20:15:00Z,3.02,100.41,1.62,242.04,133.06,9
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T20:30:00Z,2.89,98.2,1,234.29,128.53,10.16
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T20:45:00Z,2.67,104.96,1.3,231.64,126.4,9.94
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T21:00:00Z,2.42,105.22,1.31,219.94,120.28,9.47
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T21:15:00Z,2.08,108.74,1,210.96,114.86,8.48
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T21:30:00Z,1.88,109.93,1,204.38,110.68,8.55
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T21:45:00Z,1.65,102.43,1,197.13,106.09,8.15
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T22:00:00Z,1.51,103.61,1,188.73,101.61,7.98
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T22:15:00Z,1.5,95.02,1.45,178.84,96.46,7.69
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T22:30:00Z,1.47,88.91,1.4,174.47,94.34,7.81
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T22:45:00Z,1.44,88.29,1.24,180.58,97.29,7.47
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T23:00:00Z,1.37,79.92,1.67,176.1,94.59,6.99
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T23:15:00Z,1.48,74.52,3.18,177.14,95.78,6.74
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T23:30:00Z,1.51,68.54,1,182.38,99.8,7.77
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-20T23:45:00Z,1.48,76.9,2.86,211.61,115.44,7.18
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T00:00:00Z,1.34,87.66,2.64,204.46,111.59,8.42
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T00:15:00Z,1.16,86.23,1.32,197.07,107.24,7.68
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T00:30:00Z,0.9,85.28,1.06,189.62,102.9,7.11
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T00:45:00Z,0.75,84.94,1,184.82,100.08,8.12
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T01:00:00Z,0.87,81.96,1,182.48,98.42,7.94
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T01:15:00Z,1.36,74.74,1.12,186.01,98.89,7.45
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T01:30:00Z,1.39,80.22,2.62,191.48,100.52,6.9
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T01:45:00Z,1.49,70.39,1.84,181.76,95.48,7.35
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T02:00:00Z,1.64,82.15,2.42,186.58,98.51,7.19
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T02:15:00Z,1.71,82.6,2.77,198.98,104.55,7.74
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T02:30:00Z,1.6,101.78,2.76,208.32,109.5,8.73
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T02:45:00Z,1.55,110.38,4.45,204.16,107.63,9.28
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T03:00:00Z,1.83,143.76,5.26,216.42,114.94,9.64
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T03:15:00Z,2.62,162.04,4.56,270.68,139.3,16.13
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T03:30:00Z,2.44,192.77,4.74,302.71,153.79,21.9
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T04:00:00Z,1.64,116.22,22,248.17,127.01,23.41
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T04:15:00Z,1.61,101.84,18,240.66,123.9,20.39
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T04:30:00Z,1.33,109.1,25.17,230.04,118.28,20.14
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T04:45:00Z,1.38,102.45,26.23,203.52,104.8,19.87
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T05:00:00Z,1.32,99.87,34.21,201.65,104.47,19.98
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T05:30:00Z,1.25,90.46,40.01,211.88,108.77,17.36
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T06:00:00Z,1.25,90.46,40.01,211.88,108.77,17.36
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T06:15:00Z,1.13,84.4,56.01,189.52,97.22,17.51
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T06:45:00Z,1.02,100.65,41.38,137.79,69.73,18.93
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T07:00:00Z,1,102.31,41.57,133.18,67.9,15.61
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T07:15:00Z,0.78,86.74,61.44,129.17,66.1,15.2
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T07:30:00Z,0.87,87.95,65.02,127.11,64.3,16.52
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T07:45:00Z,0.72,83.55,76.56,125.93,63.7,17.91
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T08:00:00Z,0.98,107.26,60.16,122.08,62.02,14.43
"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2025-02-21T08:15:00Z,0.73,88.69,74.48,120.15,60.97,15.91
